PLAYER_ID,TEAM_ID,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PACE_PER40,PIE,POSS,FGM_PG,FGA_PG,PLAYER_NAME,BIRTHDATE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,Salary,Followers,TEAM_ABBREVIATION,record,active_players,avg_team_age,total_cap_used,remaining_cap_space,active_cap,active_top_3,dead_cap,TEAM_NAME,OWNER_NET_WORTH_B,Stadium_Name,Capacity,City,STADIUM_YEAR_OPENED,STADIUM_COST,Age,YOS,Contract_Type,GP,MIN,PTS,AVG_SPEED,DIST_MILES,ALL_STAR_APPEARANCES,ISO_PTS,ISO_PPP,PNR_PTS,PNR_PPP,POST_PTS,POST_PPP,CLUTCH_PTS,CLUTCH_GP,RIM_DFG_PCT,RIM_CONTEST_FREQ,is_USA,Player_bias_effect
1629029,1610612747,119.6,110.5,9.1,0.342,2.14,21.8,0.023,0.198,0.112,10.2,0.536,0.587,0.328,100.22,83.51,0.17,3696,9.2,20.5,Luka Dončić,2/28/1999,Slovenia,2018,1,3,43031940,16.166885910365842,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,3.4339872044851463,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,26.767967145790553,6,Max_Contract,50,1768.55,1408,3.73,117.4,5,94,1.056,216,0.964,14,0.519,45,24,0.602,0.351,0,-0.019958873967818685
1629048,1610612753,110.1,107.4,2.7,0.142,1.9,22.6,0.116,0.227,0.169,11.9,0.615,0.631,0.142,95.8,79.83,0.134,2855,3.0,4.8,Goga Bitadze,7/20/1999,Georgia,2019,1,18,9057971,10.815790343132422,ORL,41-41,15,25.3,152959238,12371238,152959238,63257000,1319695,Orlando Magic,1.8562979903656263,Amway Center,18000,"Orlando, FL",2010,480000000,26.379192334017795,5,Free_Market,70,1429.461667,502,4.11,105.1,0,0,0.0,0,0.0,24,1.6,17,17,0.609,0.381,0,0.3234130012640031
1629056,1610612758,86.7,106.7,-20.0,0.167,0.0,33.3,0.0,0.111,0.059,0.0,0.0,0.0,0.111,91.33,76.11,0.0,15,0.0,2.0,Terence Davis,5/16/1997,USA,0,0,0,64301,0.0,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.5877866649021191,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,28.555783709787818,5,Free_Market,1,7.883333333,0,4.32,0.6,0,0,0.0,0,0.0,0,0.0,0,0,0.5,0.4,1,-0.2333502543220669
1629060,1610612747,114.8,110.9,3.9,0.063,1.69,10.9,0.044,0.111,0.079,6.5,0.597,0.619,0.156,99.44,82.86,0.086,3875,5.0,9.8,Rui Hachimura,2/8/1998,Japan,2019,1,9,17000000,13.813609752577793,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,3.4339872044851463,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,27.822039698836413,5,Free_Market,59,1868.825,775,4.24,141.0,0,21,1.05,0,0.0,44,0.957,19,24,0.617,0.346,0,0.13424519359084072
1629111,1610612745,110.5,112.6,-2.1,0.102,1.76,16.3,0.099,0.151,0.125,9.3,0.569,0.59,0.148,103.58,86.32,0.097,1078,1.9,3.6,Jock Landale,10/25/1995,Australia,0,0,0,8000000,11.008760940077243,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,7577453,Miami Heat,2.2617630984737906,Kaseya Center,19600,"Miami, FL",1999,213000000,30.11362080766598,5,Free_Market,42,500.0233333,200,4.32,38.8,0,0,0.0,0,0.0,15,0.789,0,1,0.63,0.455,0,-0.15497754304012432
1629130,1610612748,110.1,109.9,0.2,0.148,2.05,18.6,0.01,0.084,0.047,9.1,0.581,0.595,0.187,97.68,81.4,0.078,3661,3.9,9.0,Duncan Robinson,4/22/1994,USA,0,0,0,19406000,12.506921405463638,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,7577453,Miami Heat,2.2617630984737906,Kaseya Center,19600,"Miami, FL",1999,213000000,31.62217659137577,5,Free_Market,74,1785.595,817,4.4,140.4,0,5,0.385,110,0.866,0,0.0,21,25,0.711,0.347,1,0.022714898397232234
1629162,1610612759,118.0,108.9,9.1,0.208,3.19,34.2,0.021,0.074,0.05,10.7,0.563,0.6,0.134,99.58,82.98,0.083,651,0.7,1.6,Jordan McLaughlin,4/9/1996,USA,0,0,0,2087519,10.809748150372926,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.18232155679395465,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,29.65639972621492,5,Free_Market,46,314.2766667,98,4.61,26.0,0,0,0.0,0,0.0,0,0.0,3,5,0.697,0.308,1,-0.04911256821318567
1629216,1610612747,111.8,110.7,1.1,0.09,2.39,17.2,0.013,0.045,0.029,7.2,0.53,0.536,0.131,100.07,83.39,0.039,3190,2.3,5.8,Gabe Vincent,6/14/1996,USA,0,0,0,11000000,12.061630518155123,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,3.4339872044851463,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,29.475701574264203,5,Free_Market,72,1527.265,460,4.23,115.9,0,22,0.917,53,0.707,0,0.0,16,20,0.642,0.295,1,0.23499359372957587
1629234,1610612746,106.7,114.8,-8.1,0.11,1.32,16.7,0.078,0.211,0.145,12.7,0.601,0.622,0.149,102.72,85.6,0.111,1598,1.9,3.2,Drew Eubanks,2/1/1997,USA,0,0,0,5000000,10.454523783963511,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,4.820281565605037,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,28.840520191649556,5,Free_Market,61,746.01,280,4.36,58.4,0,0,0.0,0,0.0,8,0.571,0,6,0.576,0.402,1,-0.6778975490864898
1629312,1610612748,111.8,110.4,1.4,0.084,2.07,19.5,0.04,0.098,0.069,9.4,0.572,0.583,0.111,97.33,81.11,0.057,3691,2.4,5.3,Haywood Highsmith,12/9/1996,USA,2018,0,0,5200000,10.485731104959568,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,3733720,Miami Heat,2.2617630984737906,Kaseya Center,19600,"Miami, FL",1999,213000000,28.98836413415469,6,Free_Market,74,1818.326667,478,4.55,147.4,0,0,0.0,0,0.0,0,0.0,16,23,0.612,0.319,1,-0.04752295699519318
1629599,1610612746,109.1,110.6,-1.4,0.065,1.71,11.2,0.019,0.072,0.046,6.6,0.57,0.614,0.15,99.23,82.69,0.072,3606,3.3,7.1,Amir Coffey,6/17/1997,USA,0,0,0,3938271,10.328787967145063,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,4.820281565605037,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,28.468172484599588,6,Free_Market,72,1747.54,696,4.0,125.4,0,12,1.2,29,0.829,0,0.0,7,24,0.645,0.31,1,-1.0940989513005488
1629610,1610612766,106.6,118.2,-11.6,0.073,1.51,13.5,0.033,0.087,0.06,8.9,0.5,0.518,0.136,98.04,81.7,0.046,2179,2.5,6.2,DaQuan Jeffries,8/30/1997,USA,0,0,0,2425404,0.0,CHA,19-63,15,25.2,167423486,26835486,152436862,80445913,14986624,Charlotte Hornets ,0.33647223662121295,Spectrum Center,19077,"Charlotte, NC",2005,260000000,28.265571526351813,6,Free_Market,47,1071.506667,315,4.27,81.6,0,0,0.0,31,0.912,0,0.0,2,8,0.609,0.295,1,-0.5411802415550925
1629611,1610612737,112.9,115.2,-2.3,0.118,2.57,19.8,0.047,0.094,0.07,7.7,0.569,0.584,0.145,100.43,83.69,0.074,2947,3.1,6.2,Terance Mann,10/18/1996,USA,2019,2,48,11423077,11.953764151901414,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,2.5877640352277083,State Farm Arena,16600,"Atlanta, GA",1999,213000000,29.130732375085557,5,Free_Market,67,1414.25,517,4.32,109.9,0,6,0.5,24,1.043,0,0.0,3,17,0.621,0.394,1,0.46826278871872334
1629611,1610612737,112.9,115.2,-2.3,0.118,2.57,19.8,0.047,0.094,0.07,7.7,0.569,0.584,0.145,100.43,83.69,0.074,2947,3.1,6.2,Terance Mann,10/18/1996,USA,2019,2,48,11423077,11.953764151901414,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,2.5877640352277083,State Farm Arena,16600,"Atlanta, GA",1999,213000000,29.130732375085557,5,Free_Market,67,1414.25,517,4.32,109.9,0,6,0.5,18,0.857,0,0.0,3,17,0.621,0.394,1,0.46826278871872334
1629614,1610612754,115.5,110.2,5.3,0.225,2.91,31.4,0.018,0.093,0.057,10.8,0.506,0.545,0.163,101.31,84.43,0.081,3967,3.8,8.3,Andrew Nembhard,1/16/2000,Canada,2022,2,31,2019699,12.278397958261774,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,1.2237754316221157,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,25.88637919233402,2,Free_Market,65,1880.67,653,4.49,150.7,0,42,0.955,193,0.955,0,0.0,41,27,0.609,0.337,0,0.27753559724975674
1629618,1610612743,112.6,109.7,2.9,0.211,4.46,34.1,0.022,0.078,0.051,7.6,0.539,0.545,0.13,99.25,82.71,0.078,1383,1.6,3.7,Jalen Pickett,10/22/1999,USA,2023,2,32,1891857,9.60918360377546,DEN,50-32,15,26.0,192786656,52198656,182574315,123292088,491175,Denver Nuggets,2.884800712846709,Ball Arena,19520,"Denver, CO",1999,187000000,26.12183436002738,1,Vet_Minimum,49,666.19,200,4.25,50.9,0,0,0.0,49,1.195,0,0.0,2,3,0.544,0.242,1,-0.1261928387725067
1629622,1610612739,120.1,112.2,7.9,0.157,2.93,26.4,0.041,0.118,0.081,9.0,0.594,0.607,0.143,101.34,84.45,0.083,2691,3.3,7.5,Max Strus,3/28/1996,USA,0,0,0,15212068,12.017940238399461,CLE,64-18,15,26.0,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,3.5085558999826545,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,29.689253935660506,1,Free_Market,50,1272.725,471,4.69,106.6,0,0,0.0,18,0.75,0,0.0,36,21,0.643,0.329,1,-0.07567603830058936
1629626,1610612756,112.1,115.9,-3.9,0.071,1.1,9.3,0.047,0.168,0.113,8.4,0.612,0.627,0.204,102.75,85.62,0.114,960,2.7,5.1,Bol Bol,11/16/1999,Sudan,2019,2,44,2087519,13.718339748261206,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,2.3978952727983707,Toyota Center,18055,"Houston, TX",2003,235000000,26.053388090349078,5,Free_Market,36,448.4833333,244,4.43,35.2,0,0,0.0,0,0.0,0,0.0,8,5,0.608,0.352,0,0.33034798353935285
1629627,1610612740,113.7,115.5,-1.8,0.325,1.77,18.5,0.08,0.152,0.116,10.5,0.57,0.6,0.325,103.3,86.09,0.167,1841,9.6,16.9,Zion Williamson,7/6/2000,USA,2019,1,1,36725670,15.424948670398354,NOP,21-61,15,24.3,182966321,42378321,167934095,98876138,2715108,New Orleans Pelicans,2.186051276738094,Smoothie King Center,16867,"New Orleans, LA",1999,114000000,25.415468856947296,5,Max_Contract,30,857.2766667,737,4.25,65.3,2,148,0.892,109,1.009,79,0.963,28,13,0.571,0.322,1,0.044222940594870044
1629628,1610612761,110.1,113.4,-3.4,0.257,1.89,19.6,0.031,0.159,0.094,10.4,0.523,0.547,0.281,102.74,85.62,0.121,3998,7.9,16.9,RJ Barrett,6/14/2000,Canada,2019,1,3,25794643,13.910821646859095,TOR,30-52,15,24.9,178496026,37908026,154302912,94310843,16405595,Toronto Raptors,1.33500106673234,Scotiabank Arena,19800,"Toronto, ON",1999,265000000,25.475701574264203,5,Free_Market,58,1868.803333,1223,4.37,146.3,0,50,0.862,235,0.858,24,1.091,68,23,0.597,0.349,0,0.05612672878689658
1629630,1610612763,116.4,109.6,6.8,0.355,1.97,23.1,0.021,0.101,0.062,11.8,0.504,0.563,0.312,105.74,88.12,0.141,3346,8.1,17.8,Ja Morant,8/10/1999,USA,2019,1,2,36725670,16.066802461833923,MEM,48-34,15,24.6,167814933,27226933,155850296,95988718,8014853,Memphis Grizzlies,3.2188758248682006,FedExForum,18119,"Memphis, TN",2004,250000000,26.321697467488022,5,Max_Contract,50,1519.11,1159,4.36,116.5,2,206,0.958,288,0.835,20,1.25,78,23,0.636,0.37,1,0.23282926403711027
1629631,1610612739,115.9,113.9,2.0,0.077,1.12,8.7,0.024,0.117,0.071,7.8,0.573,0.623,0.221,104.77,87.31,0.101,3803,5.6,11.9,De'Andre Hunter,12/2/1997,USA,2019,1,4,21696429,11.51493344762302,CLE,64-18,15,26.0,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,3.5085558999826545,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,28.008213552361397,5,Free_Market,64,1740.015,1088,4.14,129.9,0,31,1.033,55,0.982,26,1.13,70,29,0.583,0.343,1,-0.029619325048284274
1629631,1610612739,115.9,113.9,2.0,0.077,1.12,8.7,0.024,0.117,0.071,7.8,0.573,0.623,0.221,104.77,87.31,0.101,3803,5.6,11.9,De'Andre Hunter,12/2/1997,USA,2019,1,4,21696429,11.51493344762302,CLE,64-18,15,26.0,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,3.5085558999826545,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,28.008213552361397,5,Free_Market,64,1740.015,1088,4.14,129.9,0,31,1.033,34,1.417,26,1.13,70,29,0.583,0.343,1,0.036103198694828864
1629631,1610612739,115.9,113.9,2.0,0.077,1.12,8.7,0.024,0.117,0.071,7.8,0.573,0.623,0.221,104.77,87.31,0.101,3803,5.6,11.9,De'Andre Hunter,12/2/1997,USA,2019,1,4,21696429,11.51493344762302,CLE,64-18,15,26.0,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,3.5085558999826545,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,28.008213552361397,5,Free_Market,64,1740.015,1088,4.14,129.9,0,31,0.775,55,0.982,26,1.13,70,29,0.583,0.343,1,-0.001427393800304476
1629631,1610612739,115.9,113.9,2.0,0.077,1.12,8.7,0.024,0.117,0.071,7.8,0.573,0.623,0.221,104.77,87.31,0.101,3803,5.6,11.9,De'Andre Hunter,12/2/1997,USA,2019,1,4,21696429,11.51493344762302,CLE,64-18,15,26.0,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,3.5085558999826545,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,28.008213552361397,5,Free_Market,64,1740.015,1088,4.14,129.9,0,31,0.775,34,1.417,26,1.13,70,29,0.583,0.343,1,-0.001427393800304476
1629632,1610612741,111.5,113.9,-2.5,0.197,1.86,18.8,0.01,0.095,0.053,10.1,0.55,0.601,0.237,105.37,87.81,0.103,5375,6.9,15.1,Coby White,2/16/2000,USA,2019,1,7,12000000,12.889424508221817,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,1.1939224684724346,United Center,20917,"Chicago, IL",1994,175000000,25.801505817932924,5,Free_Market,74,2450.256667,1509,4.19,183.3,0,88,0.907,371,0.912,0,0.0,75,31,0.681,0.347,1,-0.21205936199508413
1629634,1610612763,116.5,108.2,8.2,0.072,1.61,12.7,0.102,0.148,0.126,7.9,0.622,0.638,0.15,105.54,87.95,0.108,2637,3.7,5.9,Brandon Clarke,9/19/1996,Canada,2019,1,21,12500000,11.51493344762302,MEM,48-34,15,24.6,167814933,27226933,155850296,95988718,8014853,Memphis Grizzlies,3.2188758248682006,FedExForum,18119,"Memphis, TN",2004,250000000,29.21013004791239,5,Free_Market,64,1206.861667,534,4.53,96.9,0,0,0.0,0,0.0,0,0.0,9,17,0.521,0.389,0,0.21857580529825119
1629636,1610612739,123.2,113.4,9.9,0.309,2.68,25.6,0.021,0.068,0.045,9.6,0.562,0.6,0.265,101.32,84.43,0.126,4865,7.4,15.7,Darius Garland,1/26/2000,USA,2019,1,5,36725670,13.248116346376765,CLE,64-18,15,26.0,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,3.5085558999826545,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,25.859000684462696,5,Max_Contract,75,2300.77,1544,4.25,174.0,2,97,0.843,642,1.024,0,0.0,103,34,0.615,0.334,1,-0.016873760230158494
1629637,1610612747,112.3,109.8,2.5,0.076,1.35,15.8,0.074,0.163,0.121,11.7,0.722,0.72,0.12,100.51,83.76,0.097,2301,2.9,4.0,Jaxson Hayes,5/23/2000,USA,2019,1,8,2463946,12.646586313914742,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,3.4339872044851463,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,25.53593429158111,5,Vet_Minimum,56,1092.683333,383,4.11,79.9,0,0,0.0,0,0.0,0,0.0,12,11,0.534,0.385,1,-0.09472695802839631
1629638,1610612750,115.1,108.5,6.6,0.149,2.25,22.7,0.026,0.098,0.062,10.1,0.553,0.579,0.155,99.57,82.98,0.081,4294,3.3,7.5,Nickeil Alexander-Walker,9/2/1998,Canada,2019,1,17,4312500,12.178192583415596,MIN,49-33,15,26.1,236725861,96137861,198847571,119077906,3705899,Minnesota Timberwolves,1.3609765531356006,Target Center,18978,"Minneapolis, MN",1990,104000000,27.2580424366872,5,Free_Market,82,2073.101667,773,4.49,167.4,0,0,0.0,92,0.657,0,0.0,25,33,0.61,0.397,0,0.08482463632845541
1629639,1610612748,113.9,112.6,1.3,0.254,2.14,20.0,0.013,0.132,0.073,9.3,0.563,0.605,0.271,97.78,81.48,0.139,5564,8.5,17.9,Tyler Herro,1/20/2000,USA,2019,1,13,29000000,14.648420115681892,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,7577453,Miami Heat,2.2617630984737906,Kaseya Center,19600,"Miami, FL",1999,213000000,25.87542778918549,5,Free_Market,77,2725.08,1840,4.4,213.8,1,88,0.871,511,0.908,0,0.0,96,39,0.61,0.397,1,0.039088426633826605
1629640,1610612759,110.1,115.9,-5.8,0.105,1.62,11.9,0.057,0.136,0.096,7.3,0.538,0.572,0.207,102.06,85.05,0.103,3912,4.8,10.0,Keldon Johnson,10/11/1999,USA,2019,1,29,19000000,11.977294499661248,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.18232155679395465,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,26.151950718685832,5,Free_Market,77,1837.996667,979,4.31,142.3,0,58,1.036,75,1.042,10,0.909,32,23,0.605,0.431,1,-0.22858216235834175
1629643,1610612739,115.8,122.1,-6.3,0.101,5.0,25.4,0.099,0.141,0.118,5.1,0.638,0.641,0.093,99.08,82.57,0.089,405,2.2,4.4,Chuma Okeke,8/18/1998,USA,2019,1,16,115743,0.0,CLE,64-18,15,26.0,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,3.5085558999826545,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,27.299110198494184,5,Free_Market,9,196.68,53,4.43,15.5,0,0,0.0,0,0.0,0,0.0,0,2,0.686,0.407,1,-0.7063146954977692
1629646,1610612759,101.6,117.5,-15.9,0.072,0.74,9.9,0.133,0.24,0.185,13.5,0.581,0.597,0.164,105.46,87.88,0.113,826,1.9,3.3,Charles Bassey,10/28/2000,Nigeria,2021,2,53,2087519,0.0,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.18232155679395465,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,25.10335386721424,3,Free_Market,36,375.515,157,4.37,29.3,0,0,0.0,0,0.0,0,0.0,0,4,0.577,0.399,0,-0.3986326644981489
1629652,1610612760,120.4,107.3,13.1,0.067,2.25,14.8,0.041,0.093,0.067,6.6,0.578,0.586,0.133,101.75,84.79,0.063,4383,3.6,8.4,Luguentz Dort,4/19/1999,Canada,0,0,0,17000000,12.617523138763014,OKC,68-14,15,24.2,166001694,25413694,162209242,82859950,3792452,Oklahoma City Thunder,0.33647223662121295,Paycom Center,18203,"Oklahoma City, OK",2002,89000000,26.63107460643395,3,Free_Market,71,2073.3,719,4.12,151.9,0,0,0.0,23,0.885,0,0.0,7,20,0.565,0.307,0,0.1799513621962158
1629655,1610612742,114.9,113.4,1.5,0.097,1.21,12.7,0.127,0.168,0.149,10.4,0.702,0.716,0.186,101.73,84.77,0.141,2597,5.0,7.1,Daniel Gafford,10/1/1998,USA,2019,2,38,13394160,12.022756594390605,DAL,39-43,15,26.8,187147472,46559472,172077663,99092456,2328828,Dallas Mavericks ,3.505557396986398,American Airlines Center,19200,"Dallas, TX",2001,420000000,27.17864476386037,5,Free_Market,57,1226.095,701,4.35,95.0,0,0,0.0,0,0.0,63,1.145,19,18,0.486,0.436,1,0.29445289262701535
1629656,1610612755,111.9,118.1,-6.2,0.172,1.62,17.9,0.028,0.126,0.077,11.0,0.565,0.595,0.218,100.7,83.92,0.105,4223,5.1,11.0,Quentin Grimes,5/8/2000,USA,2021,1,25,4296682,12.499864763577847,PHI,24-58,15,26.6,170340647,29752647,169548876,135768738,791771,Philidelphia 76ers,2.501435951739211,Wells Fargo Center,20478,"Philadelphia, PA",1996,210000000,25.57700205338809,3,Rookie_Scale,75,2013.09,1092,4.29,154.2,0,70,1.061,115,0.804,0,0.0,37,28,0.613,0.39,1,-0.17633042443494423
1629656,1610612755,111.9,118.1,-6.2,0.172,1.62,17.9,0.028,0.126,0.077,11.0,0.565,0.595,0.218,100.7,83.92,0.105,4223,5.1,11.0,Quentin Grimes,5/8/2000,USA,2021,1,25,4296682,12.499864763577847,PHI,24-58,15,26.6,170340647,29752647,169548876,135768738,791771,Philidelphia 76ers,2.501435951739211,Wells Fargo Center,20478,"Philadelphia, PA",1996,210000000,25.57700205338809,3,Rookie_Scale,75,2013.09,1092,4.29,154.2,0,70,1.061,45,0.957,0,0.0,37,28,0.613,0.39,1,-0.20156687477501872
1629656,1610612755,111.9,118.1,-6.2,0.172,1.62,17.9,0.028,0.126,0.077,11.0,0.565,0.595,0.218,100.7,83.92,0.105,4223,5.1,11.0,Quentin Grimes,5/8/2000,USA,2021,1,25,4296682,12.499864763577847,PHI,24-58,15,26.6,170340647,29752647,169548876,135768738,791771,Philidelphia 76ers,2.501435951739211,Wells Fargo Center,20478,"Philadelphia, PA",1996,210000000,25.57700205338809,3,Rookie_Scale,75,2013.09,1092,4.29,154.2,0,28,0.966,115,0.804,0,0.0,37,28,0.613,0.39,1,-0.2068102777147485
1629656,1610612755,111.9,118.1,-6.2,0.172,1.62,17.9,0.028,0.126,0.077,11.0,0.565,0.595,0.218,100.7,83.92,0.105,4223,5.1,11.0,Quentin Grimes,5/8/2000,USA,2021,1,25,4296682,12.499864763577847,PHI,24-58,15,26.6,170340647,29752647,169548876,135768738,791771,Philidelphia 76ers,2.501435951739211,Wells Fargo Center,20478,"Philadelphia, PA",1996,210000000,25.57700205338809,3,Rookie_Scale,75,2013.09,1092,4.29,154.2,0,28,0.966,45,0.957,0,0.0,37,28,0.613,0.39,1,-0.17341629638964948
1629659,1610612741,111.4,109.8,1.7,0.162,2.08,18.1,0.025,0.097,0.063,8.7,0.527,0.567,0.208,106.82,89.02,0.09,1607,2.3,5.0,Talen Horton-Tucker,11/25/2000,USA,2019,2,46,2087519,12.632323557588636,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,1.1939224684724346,United Center,20917,"Chicago, IL",1994,175000000,25.026694045174537,5,Free_Market,58,723.695,379,4.24,55.0,0,20,1.111,106,0.991,0,0.0,1,3,0.644,0.284,1,0.11878843975293078
1629660,1610612739,120.3,110.4,9.9,0.241,2.58,23.5,0.036,0.083,0.06,9.1,0.606,0.643,0.229,101.92,84.93,0.134,2960,4.6,8.8,Ty Jerome,7/8/1997,USA,2019,1,24,2560975,11.52387529615648,CLE,64-18,15,26.0,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,3.5085558999826545,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,28.410677618069816,5,Free_Market,70,1392.4,878,4.23,105.4,0,52,1.238,339,1.027,0,0.0,14,10,0.655,0.31,1,-0.16936132043266708
1629661,1610612751,110.9,116.7,-5.8,0.179,1.96,17.2,0.03,0.113,0.07,8.8,0.582,0.632,0.224,97.41,81.18,0.124,3657,6.2,13.1,Cameron Johnson,3/3/1996,USA,2019,1,11,23062500,12.39421473013906,BKN,26-56,15,23.8,178836132,38248132,112077151,69311624,58408905,Brooklyn nets ,2.4849066497880004,Barclays Center,17732,"Brooklyn, NY",2012,1000000000,29.75770020533881,5,Free_Market,57,1799.763333,1070,4.27,137.7,0,50,1.087,124,0.912,0,0.0,61,28,0.63,0.374,1,0.0674813904448973
1629673,1610612764,104.8,117.9,-13.1,0.254,1.49,18.0,0.014,0.08,0.046,12.1,0.544,0.591,0.281,103.95,86.62,0.107,4337,6.7,15.5,Jordan Poole,6/19/1999,USA,2019,1,28,29651786,14.648420115681892,WAS,18-64,15,24.5,211677970,71089970,162581956,83151786,7021331,Washington Wizards,1.410986973710262,Capital One Arena,20356,"Washington, D.C.",1997,260000000,26.46406570841889,5,Free_Market,68,2000.886667,1391,4.12,146.7,0,67,0.87,415,0.979,0,0.0,46,19,0.694,0.348,1,-0.11108385235847659
1629674,1610612738,117.4,108.3,9.1,0.076,1.13,14.2,0.105,0.168,0.137,12.7,0.65,0.674,0.136,95.52,79.6,0.102,1717,2.1,3.3,Neemias Queta,7/13/1999,Portugal,2021,2,39,2162606,12.146858590895919,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,3705899,Boston Celtics,2.1400661634962708,TD Garden,19156,"Boston, MA",1995,160000000,26.39835728952772,3,Vet_Minimum,62,863.09,310,4.08,62.6,0,0,0.0,0,0.0,0,0.0,6,10,0.56,0.421,0,0.35313948157980346
1629675,1610612750,116.2,108.8,7.4,0.123,1.68,14.2,0.041,0.171,0.106,8.5,0.556,0.577,0.21,99.34,82.79,0.11,4554,5.3,11.5,Naz Reid,8/26/1999,USA,0,0,0,13986432,12.739640688812674,MIN,49-33,15,26.1,236725861,96137861,198847571,119077906,3705899,Minnesota Timberwolves,1.3609765531356006,Target Center,18978,"Minneapolis, MN",1990,104000000,26.27789185489391,3,Free_Market,80,2200.116667,1138,4.13,162.6,0,24,0.923,42,0.894,68,1.03,32,32,0.587,0.399,1,-0.4771434231195298
1629680,1610612757,105.3,105.1,0.2,0.126,2.15,20.7,0.038,0.122,0.076,9.6,0.597,0.592,0.135,102.37,85.31,0.114,666,2.8,5.9,Matisse Thybulle,3/4/1997,USA,2019,1,20,11025000,12.625443946112906,POR,36-46,15,23.9,176848446,36260446,165518581,89691087,1568032,Portland Trailblazers,1.0986122886681098,Moda Center,19441,"Portland, OR",1995,262000000,28.75564681724846,5,Free_Market,15,312.2816667,112,4.33,24.0,0,0,0.0,0,0.0,0,0.0,5,3,0.675,0.421,1,0.33219605454164003
