PLAYER_ID,TEAM_ID,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PACE_PER40,PIE,POSS,FGM_PG,FGA_PG,PLAYER_NAME,BIRTHDATE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,Salary,Followers,TEAM_ABBREVIATION,record,active_players,avg_team_age,total_cap_used,remaining_cap_space,active_cap,active_top_3,dead_cap,TEAM_NAME,OWNER_NET_WORTH_B,Stadium_Name,Capacity,City,STADIUM_YEAR_OPENED,STADIUM_COST,Age,YOS,GP,MIN,PTS,Contract_Type
1628396,1610612754,112.6,93.6,19,0.08,1.2,10.2,0.151,0.192,0.172,8.5,0.656,0.64,0.182,105.38,87.81,0.16,246,2.1,3.2,Tony Bradley,1/8/1998,USA,2017,1,28,330394,0,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,2.4,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,26,7,14,112.7383333,61,Free_Market
1628398,1610612749,105.8,116.1,-10.3,0.123,1.04,12.3,0.027,0.155,0.091,11.8,0.493,0.514,0.233,102.96,85.8,0.08,4158,5.7,13,Kyle Kuzma,7/24/1995,USA,2017,1,27,24456060,4600000,MIL,48-34,15,26.7,195746447,55158447,183221333,122031412,876383,Milwaukee Bucks,8.5,Fiserv Forum,17500,"Milwaukee, WI",2018,524000000,29,7,65,1936.415,964,Free_Market
1628401,1610612738,119.7,109.5,10.2,0.199,2.76,23.7,0.025,0.101,0.064,8.6,0.58,0.606,0.195,97.89,81.57,0.106,5251,5.6,12.6,Derrick White,7/2/1994,USA,2017,1,29,19821429,415500,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,876383,Boston Celtics,7.5,TD Garden,19156,"Boston, MA",1995,160000000,30,7,76,2573.615,1248,Free_Market
1628404,1610612752,117.9,114.3,3.6,0.206,2.87,30.8,0.057,0.203,0.13,10.8,0.579,0.611,0.151,97.79,81.49,0.119,5898,5.2,10,Josh Hart,3/6/1995,USA,2017,1,30,18144000,988400,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,29,7,77,2896.83,1051,Free_Market
1628415,1610612745,113.5,108.8,4.7,0.076,1.68,11.1,0.028,0.081,0.054,6.6,0.533,0.555,0.176,98.94,82.45,0.067,4913,5.1,11.9,Dillon Brooks,1/22/1996,Canada,2017,2,45,23255493,217600,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,2.4,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,28,7,75,2388.261667,1053,Free_Market
1628418,1610612754,109.9,113.4,-3.5,0.078,1.77,12.4,0.085,0.169,0.128,7,0.583,0.614,0.162,102.45,85.38,0.11,2071,2.5,4.9,Thomas Bryant,7/31/1997,USA,2017,2,42,2087519,107000,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,2.4,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,27,7,66,963.0166667,429,Free_Market
1628420,1610612756,111.1,108.3,2.8,0.188,3.48,23.6,0.021,0.088,0.056,6.8,0.505,0.546,0.173,99.99,83.33,0.096,1195,1.8,4.3,Monte Morris,6/27/1995,USA,2017,2,51,2087519,274400,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,29,7,45,399,234,Free_Market
1628427,1610612743,93.5,100.3,-6.9,0.095,0.82,19.6,0.038,0.17,0.102,23.9,0.462,0.462,0.109,102.84,85.7,0.062,292,0.8,2,Vlatko Čančar,4/10/1997,Slovenia,2017,2,49,2087519,34400,DEN,50-32,15,26,192786656,52198656,182574315,123292088,16405595,Denver Nuggets,16.9,Ball Arena,19520,"Denver, CO",1999,187000000,27,7,13,135.8283333,24,Free_Market
1628436,1610612738,121.2,106.3,14.9,0.115,3.77,24.8,0.134,0.139,0.136,6.6,0.668,0.683,0.111,95.87,79.89,0.114,2717,2.6,3.8,Luke Kornet,7/15/1995,USA,,,,2087519,0,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,16405595,Boston Celtics,7.5,TD Garden,19156,"Boston, MA",1995,160000000,29,7,73,1361.06,441,Free_Market
1628449,1610612761,113.3,113.5,-0.2,0.057,1.14,7,0.077,0.175,0.125,6.2,0.586,0.615,0.208,99.28,82.73,0.126,1787,3.6,7.4,Chris Boucher,1/11/1993,Saint Lucia,,,,10810000,176100,TOR,30-52,15,24.9,178496026,37908026,154302912,94310843,16405595,Toronto Raptors,2.8,Scotiabank Arena,19800,"Toronto, ON",1999,265000000,31,7,50,862.3,502,Free_Market
1628467,1610612747,111.9,112.3,-0.4,0.087,1.87,25,0.04,0.105,0.073,13.4,0.453,0.489,0.085,101.75,84.79,0.035,1345,1.1,2.8,Maxi Kleber,1/29/1992,Germany,,,,11000000,141700,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,30,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,32,7,34,636.875,103,Free_Market
1628470,1610612738,104.9,109.8,-5,0.078,2.13,14,0.076,0.138,0.106,6.6,0.556,0.567,0.139,98.16,81.8,0.08,634,1.5,3.5,Torrey Craig,12/19/1990,USA,,,,779820,139000,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,7768363,Boston Celtics,7.5,TD Garden,19156,"Boston, MA",1995,160000000,34,7,26,313.9466667,108,Free_Market
1628960,1610612756,114.7,118,-3.3,0.125,1.83,18.2,0.023,0.103,0.064,10,0.6,0.631,0.169,100.84,84.03,0.084,3255,3.4,7.6,Grayson Allen,10/8/1995,USA,2018,1,21,15625000,363900,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,29,6,64,1543.705,680,Free_Market
1628969,1610612752,118.4,112.9,5.6,0.141,2.32,18.3,0.024,0.063,0.043,7.9,0.57,0.585,0.192,98.1,81.75,0.09,6200,7.2,14.4,Mikal Bridges,8/30/1996,USA,2018,1,10,23300000,495200,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,28,6,82,3036.076667,1444,Free_Market
1628970,1610612766,108.2,113.6,-5.5,0.203,1.82,15.7,0.033,0.189,0.11,8.6,0.495,0.541,0.273,100.58,83.82,0.135,4239,7.3,17,Miles Bridges,3/21/1998,USA,2018,1,12,27173913,584900,CHA,19-63,15,25.2,167423486,26835486,152436862,80445913,14986624,Charlotte Hornets ,0.4,Spectrum Center,19077,"Charlotte, NC",2005,260000000,26,6,64,2028.735,1300,Free_Market
1628973,1610612752,118.3,115.7,2.6,0.318,2.9,23.5,0.012,0.072,0.042,8.1,0.551,0.605,0.289,97.79,81.49,0.138,4697,9,18.5,Jalen Brunson,8/31/1996,USA,2018,2,33,24960001,922300,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,28,6,65,2300.708333,1690,Free_Market
1628975,1610612741,114.8,111.5,3.3,0.166,3.64,19.9,0.012,0.094,0.054,5.5,0.497,0.509,0.2,106.46,88.72,0.082,717,1.5,4.1,Jevon Carter,9/14/1995,USA,2018,2,32,6500000,97500,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,2.3,United Center,20917,"Chicago, IL",1994,175000000,29,6,36,320.5733333,153,Free_Market
1628978,1610612750,114.2,109.1,5.1,0.203,2.27,23.8,0.02,0.115,0.068,10.5,0.568,0.582,0.188,100.17,83.48,0.1,3352,4,9.6,Donte DiVincenzo,1/31/1997,USA,2018,1,17,11445000,0,MIN,49-33,15,26.1,236725861,96137861,198847571,119077906,3705899,Minnesota Timberwolves,2.9,Target Center,18978,"Minneapolis, MN",1990,104000000,27,6,62,1605.733333,723,Free_Market
1628983,1610612760,122.4,105.7,16.7,0.299,2.66,18.7,0.025,0.112,0.069,7,0.569,0.637,0.336,101.91,84.92,0.199,5514,11.3,21.8,Shai Gilgeous-Alexander,7/12/1998,Canada,2018,1,11,35859950,4700000,OKC,68-14,15,24.2,166001694,25413694,162209242,82859950,3792452,Oklahoma City Thunder,0.4,Paycom Center,18203,"Oklahoma City, OK",2002,89000000,26,6,76,2597.63,2484,Max_Contract
1628988,1610612745,110.3,103.6,6.7,0.142,2.24,20.5,0.015,0.073,0.044,9.1,0.571,0.594,0.162,103.09,85.91,0.082,1689,1.9,4.3,Aaron Holiday,9/30/1996,USA,2018,1,23,4668000,73400,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,2.3,United Center,20917,"Chicago, IL",1994,175000000,28,6,62,792.2466667,340,Free_Market
1628989,1610612741,114.5,111.7,2.8,0.124,2.33,18.4,0.017,0.098,0.058,7.9,0.535,0.544,0.171,102.32,85.27,0.073,3581,3.7,8.8,Kevin Huerter,8/27/1998,USA,2018,1,19,16830357,126100,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,2.3,United Center,20917,"Chicago, IL",1994,175000000,26,6,69,1678.993333,681,Free_Market
1628997,1610612742,106.5,112.8,-6.3,0.116,1.7,19,0.042,0.105,0.073,11.2,0.485,0.513,0.143,98.64,82.2,0.063,2504,2.9,6.8,Caleb Martin,9/28/1995,USA,,,,9186594,208900,DAL,39-43,15,26.8,187147472,46559472,172077663,99092456,2328828,Dallas Mavericks ,32.3,American Airlines Center,19200,"Dallas, TX",2001,420000000,29,6,45,1218.016667,356,Free_Market
1628998,1610612756,108.1,111.3,-3.2,0.128,2.06,20.6,0.041,0.136,0.088,10,0.485,0.509,0.142,101.2,84.33,0.08,2462,2.6,6.1,Cody Martin,9/28/1995,USA,2019,2,36,8120000,59600,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,29,5,53,1173.206667,358,Free_Market
1629001,1610612751,108.3,97.4,10.9,0.205,1.7,20,0.046,0.104,0.075,11.8,0.528,0.539,0.223,105.54,87.95,0.091,265,3.7,9,De'Anthony Melton,5/28/1998,USA,2018,2,46,12822000,99700,BKN,26-56,15,23.8,178836132,38248132,112077151,69311624,58408905,Brooklyn nets ,11,Barclays Center,17732,"Brooklyn, NY",2012,1000000000,26,6,6,120.9833333,62,Free_Market
1629003,1610612747,106.2,113.1,-6.9,0.184,2.55,24.2,0.036,0.086,0.061,9.5,0.528,0.563,0.162,98.81,82.34,0.081,1722,2,4.5,Shake Milton,9/26/1996,USA,2018,2,54,2875000,84300,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,30,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,28,6,57,836.2766667,315,Free_Market
1629006,1610612766,108.8,109.3,-0.5,0.082,1.06,10.5,0.066,0.108,0.086,9.9,0.519,0.567,0.185,98.69,82.24,0.1,1282,2.4,5.3,Josh Okogie,9/1/1998,Nigeria,2018,1,20,8250000,105300,CHA,19-63,15,25.2,167423486,26835486,152436862,80445913,14986624,Charlotte Hornets ,0.4,Spectrum Center,19077,"Charlotte, NC",2005,260000000,26,6,40,624.9783333,283,Free_Market
1629011,1610612752,113.8,108.2,5.7,0.062,1.3,14.8,0.174,0.176,0.175,11.4,0.661,0.676,0.109,96.37,80.31,0.122,578,2.2,3.3,Mitchell Robinson,4/1/1998,USA,2018,2,36,14318182,229900,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,26,6,17,290.1233333,87,Free_Market
1629012,1610612762,110.4,117.9,-7.5,0.246,1.65,18.9,0.033,0.06,0.047,11.5,0.543,0.593,0.264,101.38,84.48,0.106,3709,6.6,13.8,Collin Sexton,1/4/1999,USA,2018,1,8,18150000,0,UTA,17-65,15,23.9,154114022,13526022,142648013,86906400,11466009,Utah Jazz,2.6,Delta Center,18306,"Salt Lake City, UT",1991,93000000,25,6,63,1757.76,1159,Free_Market
1629013,1610612752,111.6,106.5,5.1,0.049,1.23,9.4,0.014,0.064,0.039,7.7,0.596,0.601,0.143,99.55,82.96,0.062,1583,2.1,4.6,Landry Shamet,3/13/1997,USA,2018,1,26,1343690,0,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,27,6,50,761.6,286,Free_Market
1629014,1610612757,108.8,113.4,-4.6,0.241,2.36,20.1,0.01,0.069,0.039,8.5,0.521,0.557,0.241,99.72,83.1,0.106,4760,6.8,16.1,Anfernee Simons,6/8/1999,USA,2018,1,24,25892857,220500,POR,36-46,15,23.9,176848446,36260446,165518581,89691087,1568032,Portland Trailblazers,2,Moda Center,19441,"Portland, OR",1995,262000000,25,6,70,2291.898333,1348,Free_Market
1629020,1610612747,115.6,112.2,3.3,0.094,1.41,19.9,0.114,0.194,0.154,14.1,0.525,0.537,0.116,100.61,83.84,0.082,1215,1.6,3.4,Jarred Vanderbilt,4/3/1999,USA,2018,2,41,10714286,471600,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,30,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,25,6,36,580.8583333,147,Free_Market
1629021,1610612753,106.1,107,-0.9,0.135,0.86,10.9,0.067,0.201,0.131,12.7,0.616,0.649,0.254,99.97,83.31,0.165,1172,4.7,8.3,Moritz Wagner,4/26/1997,Germany,2018,1,25,11000000,0,ORL,41-41,15,25.3,152959238,12371238,152959238,63257000,2328828,Orlando Magic,5.4,Amway Center,18000,"Orlando, FL",2010,480000000,27,6,30,564.1566667,386,Free_Market
1629023,1610612742,114.2,113.2,1.1,0.098,1.11,13.1,0.044,0.183,0.115,11.8,0.521,0.556,0.198,101.66,84.71,0.097,3889,5.3,11.7,P.J. Washington,8/23/1998,USA,2019,1,12,15500000,868300,DAL,39-43,15,26.8,187147472,46559472,172077663,99092456,2328828,Dallas Mavericks ,32.3,American Airlines Center,19200,"Dallas, TX",2001,420000000,26,5,57,1834.858333,836,Free_Market
1629026,1610612760,118.7,104.1,14.5,0.111,2.49,19.2,0.056,0.148,0.102,7.7,0.576,0.587,0.151,101.26,84.38,0.093,2379,2.5,5.1,Kenrich Williams,12/2/1994,USA,,,,6669000,0,OKC,68-14,15,24.2,166001694,25413694,162209242,82859950,3792452,Oklahoma City Thunder,0.4,Paycom Center,18203,"Oklahoma City, OK",2002,89000000,30,5,69,1131.538333,436,Free_Market
1629027,1610612737,115.2,114.6,0.6,0.452,2.48,30.9,0.012,0.072,0.042,12.5,0.491,0.567,0.285,105.51,87.93,0.129,6020,7.4,18.1,Trae Young,9/19/1998,USA,2018,1,5,43031940,5000000,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,12.3,State Farm Arena,16600,"Atlanta, GA",1999,213000000,26,6,76,2739.06,1841,Max_Contract
1629028,1610612757,110,116.8,-6.9,0.083,0.93,10.2,0.099,0.243,0.168,11,0.573,0.583,0.197,98.94,82.45,0.125,2489,6.6,11.7,Deandre Ayton,7/23/1998,Bahamas,2018,1,1,34005126,487600,POR,36-46,15,23.9,176848446,36260446,165518581,89691087,1568032,Portland Trailblazers,2,Moda Center,19441,"Portland, OR",1995,262000000,26,6,40,1205.62,576,Free_Market
1629029,1610612747,119.6,110.5,9.1,0.342,2.14,21.8,0.023,0.198,0.112,10.2,0.536,0.587,0.328,100.22,83.51,0.17,3696,9.2,20.5,Luka Dončić,2/28/1999,Slovenia,2018,1,3,43031940,10500000,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,30,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,25,6,50,1768.55,1408,Max_Contract
1629048,1610612753,110.1,107.4,2.7,0.142,1.9,22.6,0.116,0.227,0.169,11.9,0.615,0.631,0.142,95.8,79.83,0.134,2855,3,4.8,Goga Bitadze,7/20/1999,Georgia,2019,1,18,9057971,49800,ORL,41-41,15,25.3,152959238,12371238,152959238,63257000,1319695,Orlando Magic,5.4,Amway Center,18000,"Orlando, FL",2010,480000000,25,5,70,1429.461667,502,Free_Market
1629056,1610612758,86.7,106.7,-20,0.167,0,33.3,0,0.111,0.059,0,0,0,0.111,91.33,76.11,0,15,0,2,Terence Davis,5/16/1997,USA,,,,64301,0,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.8,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,27,5,1,7.883333333,0,Free_Market
1629060,1610612747,114.8,110.9,3.9,0.063,1.69,10.9,0.044,0.111,0.079,6.5,0.597,0.619,0.156,99.44,82.86,0.086,3875,5,9.8,Rui Hachimura,2/8/1998,Japan,2019,1,9,17000000,998100,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,30,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,26,5,59,1868.825,775,Free_Market
1629111,1610612745,110.5,112.6,-2.1,0.102,1.76,16.3,0.099,0.151,0.125,9.3,0.569,0.59,0.148,103.58,86.32,0.097,1078,1.9,3.6,Jock Landale,10/25/1995,Australia,,,,8000000,60400,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,7577453,Miami Heat,8.6,Kaseya Center,19600,"Miami, FL",1999,213000000,29,5,42,500.0233333,200,Free_Market
1629130,1610612748,110.1,109.9,0.2,0.148,2.05,18.6,0.01,0.084,0.047,9.1,0.581,0.595,0.187,97.68,81.4,0.078,3661,3.9,9,Duncan Robinson,4/22/1994,USA,,,,19406000,270200,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,7577453,Miami Heat,8.6,Kaseya Center,19600,"Miami, FL",1999,213000000,30,5,74,1785.595,817,Free_Market
1629162,1610612759,118,108.9,9.1,0.208,3.19,34.2,0.021,0.074,0.05,10.7,0.563,0.6,0.134,99.58,82.98,0.083,651,0.7,1.6,Jordan McLaughlin,4/9/1996,USA,,,,2087519,49500,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.2,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,28,5,46,314.2766667,98,Free_Market
1629216,1610612747,111.8,110.7,1.1,0.09,2.39,17.2,0.013,0.045,0.029,7.2,0.53,0.536,0.131,100.07,83.39,0.039,3190,2.3,5.8,Gabe Vincent,6/14/1996,USA,,,,11000000,173100,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,30,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,28,5,72,1527.265,460,Free_Market
1629234,1610612746,106.7,114.8,-8.1,0.11,1.32,16.7,0.078,0.211,0.145,12.7,0.601,0.622,0.149,102.72,85.6,0.111,1598,1.9,3.2,Drew Eubanks,2/1/1997,USA,,,,5000000,34700,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,123,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,27,5,61,746.01,280,Free_Market
1629312,1610612748,111.8,110.4,1.4,0.084,2.07,19.5,0.04,0.098,0.069,9.4,0.572,0.583,0.111,97.33,81.11,0.057,3691,2.4,5.3,Haywood Highsmith,12/9/1996,USA,2018,,,5200000,35800,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,3733720,Miami Heat,8.6,Kaseya Center,19600,"Miami, FL",1999,213000000,28,6,74,1818.326667,478,Free_Market
1629599,1610612746,109.1,110.6,-1.4,0.065,1.71,11.2,0.019,0.072,0.046,6.6,0.57,0.614,0.15,99.23,82.69,0.072,3606,3.3,7.1,Amir Coffey,6/17/1997,USA,,,,3938271,30600,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,123,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,27,6,72,1747.54,696,Free_Market
1629610,1610612766,106.6,118.2,-11.6,0.073,1.51,13.5,0.033,0.087,0.06,8.9,0.5,0.518,0.136,98.04,81.7,0.046,2179,2.5,6.2,DaQuan Jeffries,8/30/1997,USA,,,,2425404,0,CHA,19-63,15,25.2,167423486,26835486,152436862,80445913,14986624,Charlotte Hornets ,0.4,Spectrum Center,19077,"Charlotte, NC",2005,260000000,27,6,47,1071.506667,315,Free_Market
1629611,1610612737,112.9,115.2,-2.3,0.118,2.57,19.8,0.047,0.094,0.07,7.7,0.569,0.584,0.145,100.43,83.69,0.074,2947,3.1,6.2,Terance Mann,10/18/1996,USA,2019,2,48,11423077,155400,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,12.3,State Farm Arena,16600,"Atlanta, GA",1999,213000000,28,5,67,1414.25,517,Free_Market
1629614,1610612754,115.5,110.2,5.3,0.225,2.91,31.4,0.018,0.093,0.057,10.8,0.506,0.545,0.163,101.31,84.43,0.081,3967,3.8,8.3,Andrew Nembhard,1/16/2000,Canada,2022,2,31,2019699,215000,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,2.4,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,24,2,65,1880.67,653,Free_Market
1629618,1610612743,112.6,109.7,2.9,0.211,4.46,34.1,0.022,0.078,0.051,7.6,0.539,0.545,0.13,99.25,82.71,0.078,1383,1.6,3.7,Jalen Pickett,10/22/1999,USA,2023,2,32,1891857,14900,DEN,50-32,15,26,192786656,52198656,182574315,123292088,491175,Denver Nuggets,16.9,Ball Arena,19520,"Denver, CO",1999,187000000,25,1,49,666.19,200,Vet_Minimum
1629622,1610612739,120.1,112.2,7.9,0.157,2.93,26.4,0.041,0.118,0.081,9,0.594,0.607,0.143,101.34,84.45,0.083,2691,3.3,7.5,Max Strus,3/28/1996,USA,,,,15212068,165700,CLE,64-18,15,26,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,32.4,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,28,1,50,1272.725,471,Free_Market
1629626,1610612756,112.1,115.9,-3.9,0.071,1.1,9.3,0.047,0.168,0.113,8.4,0.612,0.627,0.204,102.75,85.62,0.114,960,2.7,5.1,Bol Bol,11/16/1999,Sudan,2019,2,44,2087519,907400,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,25,5,36,448.4833333,244,Free_Market
1629627,1610612740,113.7,115.5,-1.8,0.325,1.77,18.5,0.08,0.152,0.116,10.5,0.57,0.6,0.325,103.3,86.09,0.167,1841,9.6,16.9,Zion Williamson,7/6/2000,USA,2019,1,1,36725670,5000000,NOP,21-61,15,24.3,182966321,42378321,167934095,98876138,2715108,New Orleans Pelicans,7.9,Smoothie King Center,16867,"New Orleans, LA",1999,114000000,24,5,30,857.2766667,737,Max_Contract
1629628,1610612761,110.1,113.4,-3.4,0.257,1.89,19.6,0.031,0.159,0.094,10.4,0.523,0.547,0.281,102.74,85.62,0.121,3998,7.9,16.9,RJ Barrett,6/14/2000,Canada,2019,1,3,25794643,1100000,TOR,30-52,15,24.9,178496026,37908026,154302912,94310843,16405595,Toronto Raptors,2.8,Scotiabank Arena,19800,"Toronto, ON",1999,265000000,24,5,58,1868.803333,1223,Free_Market
1629630,1610612763,116.4,109.6,6.8,0.355,1.97,23.1,0.021,0.101,0.062,11.8,0.504,0.563,0.312,105.74,88.12,0.141,3346,8.1,17.8,Ja Morant,8/10/1999,USA,2019,1,2,36725670,9500000,MEM,48-34,15,24.6,167814933,27226933,155850296,95988718,8014853,Memphis Grizzlies,24,FedExForum,18119,"Memphis, TN",2004,250000000,25,5,50,1519.11,1159,Max_Contract
1629631,1610612739,115.9,113.9,2,0.077,1.12,8.7,0.024,0.117,0.071,7.8,0.573,0.623,0.221,104.77,87.31,0.101,3803,5.6,11.9,De'Andre Hunter,12/2/1997,USA,2019,1,4,21696429,100200,CLE,64-18,15,26,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,32.4,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,27,5,64,1740.015,1088,Free_Market
1629632,1610612741,111.5,113.9,-2.5,0.197,1.86,18.8,0.01,0.095,0.053,10.1,0.55,0.601,0.237,105.37,87.81,0.103,5375,6.9,15.1,Coby White,2/16/2000,USA,2019,1,7,12000000,396100,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,2.3,United Center,20917,"Chicago, IL",1994,175000000,24,5,74,2450.256667,1509,Free_Market
1629634,1610612763,116.5,108.2,8.2,0.072,1.61,12.7,0.102,0.148,0.126,7.9,0.622,0.638,0.15,105.54,87.95,0.108,2637,3.7,5.9,Brandon Clarke,9/19/1996,Canada,2019,1,21,12500000,100200,MEM,48-34,15,24.6,167814933,27226933,155850296,95988718,8014853,Memphis Grizzlies,24,FedExForum,18119,"Memphis, TN",2004,250000000,28,5,64,1206.861667,534,Free_Market
1629636,1610612739,123.2,113.4,9.9,0.309,2.68,25.6,0.021,0.068,0.045,9.6,0.562,0.6,0.265,101.32,84.43,0.126,4865,7.4,15.7,Darius Garland,1/26/2000,USA,2019,1,5,36725670,567000,CLE,64-18,15,26,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,32.4,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,24,5,75,2300.77,1544,Max_Contract
1629637,1610612747,112.3,109.8,2.5,0.076,1.35,15.8,0.074,0.163,0.121,11.7,0.722,0.72,0.12,100.51,83.76,0.097,2301,2.9,4,Jaxson Hayes,5/23/2000,USA,2019,1,8,2463946,310700,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,30,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,24,5,56,1092.683333,383,Vet_Minimum
1629638,1610612750,115.1,108.5,6.6,0.149,2.25,22.7,0.026,0.098,0.062,10.1,0.553,0.579,0.155,99.57,82.98,0.081,4294,3.3,7.5,Nickeil Alexander-Walker,9/2/1998,Canada,2019,1,17,4312500,194500,MIN,49-33,15,26.1,236725861,96137861,198847571,119077906,3705899,Minnesota Timberwolves,2.9,Target Center,18978,"Minneapolis, MN",1990,104000000,26,5,82,2073.101667,773,Free_Market
1629639,1610612748,113.9,112.6,1.3,0.254,2.14,20,0.013,0.132,0.073,9.3,0.563,0.605,0.271,97.78,81.48,0.139,5564,8.5,17.9,Tyler Herro,1/20/2000,USA,2019,1,13,29000000,2300000,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,7577453,Miami Heat,8.6,Kaseya Center,19600,"Miami, FL",1999,213000000,24,5,77,2725.08,1840,Free_Market
1629640,1610612759,110.1,115.9,-5.8,0.105,1.62,11.9,0.057,0.136,0.096,7.3,0.538,0.572,0.207,102.06,85.05,0.103,3912,4.8,10,Keldon Johnson,10/11/1999,USA,2019,1,29,19000000,159100,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.2,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,25,5,77,1837.996667,979,Free_Market
1629643,1610612739,115.8,122.1,-6.3,0.101,5,25.4,0.099,0.141,0.118,5.1,0.638,0.641,0.093,99.08,82.57,0.089,405,2.2,4.4,Chuma Okeke,8/18/1998,USA,2019,1,16,115743,0,CLE,64-18,15,26,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,32.4,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,26,5,9,196.68,53,Free_Market
